时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_11_17_13_11_0160,10.838290,1.983650,1.057029,-0.251528,0.099732,0.197867
2025_07_11_17_13_11_0190,10.867004,2.357528,1.052244,-0.038615,0.097602,0.013582
2025_07_11_17_13_11_0215,9.674182,1.298705,0.980459,-0.019441,0.045406,-0.140744
2025_07_11_17_13_11_0240,8.408977,0.364307,0.966102,0.015712,0.024101,-0.051264
2025_07_11_17_13_11_0271,8.806784,0.220738,1.464407,0.171236,-0.062183,0.068974
2025_07_11_17_13_11_0300,9.252447,0.402592,1.440479,0.313977,-0.123966,0.195737
2025_07_11_17_13_11_0323,9.386445,0.843470,1.292124,0.339543,-0.004660,0.074300
2025_07_11_17_13_11_0345,8.524430,0.833899,0.856032,0.313977,0.026231,0.122235
2025_07_11_17_13_11_0368,8.581859,1.619343,0.760319,0.292673,0.004927,0.081757
2025_07_11_17_13_11_0390,7.637890,0.982254,0.659223,0.291608,0.020905,0.034886
2025_07_11_17_13_11_0411,7.580462,1.327418,0.448654,0.287347,0.011318,0.093474
2025_07_11_17_13_11_0434,7.432107,1.222134,0.329013,0.304390,-0.048335,0.066843
2025_07_11_17_13_11_0456,8.160124,1.423131,0.338584,0.342739,-0.113314,0.098800
2025_07_11_17_13_11_0483,8.825927,1.787439,0.233300,0.264977,-0.070705,-0.060851
2025_07_11_17_13_11_0512,8.658429,1.034896,0.396012,0.163780,-0.147402,-0.050199
2025_07_11_17_13_11_0537,10.685149,2.074577,1.325624,0.124366,-0.201729,0.055126
2025_07_11_17_13_11_0561,12.169896,2.319243,2.268994,0.092409,-0.175098,-0.016112
2025_07_11_17_13_11_0592,12.145967,1.662413,0.765105,0.278825,-0.254990,-0.025699
2025_07_11_17_13_11_0612,12.213565,1.226920,0.007777,0.045539,-0.245403,-0.016112
2025_07_11_17_13_11_0636,11.964113,0.512662,0.577867,-0.360182,-0.152728,0.078561
2025_07_11_17_13_11_0657,12.457633,0.402592,0.966102,-0.412378,-0.158054,0.246868
2025_07_11_17_13_11_0681,12.740584,0.330808,0.467797,-0.237680,-0.325296,0.283086
2025_07_11_17_13_11_0715,12.860226,0.671187,0.515653,-0.443270,-0.216642,0.274564
2025_07_11_17_13_11_0738,11.475379,0.503091,1.378266,-0.789471,0.039014,0.224498
2025_07_11_17_13_11_0772,9.808180,0.493520,2.312663,-0.433683,0.329690,0.210650
2025_07_11_17_13_11_0802,9.501899,0.244666,0.539581,0.326760,0.023036,-0.070439
2025_07_11_17_13_11_0826,8.725428,-0.804587,-0.897308,0.424629,-0.077096,-0.115178
2025_07_11_17_13_11_0847,9.156734,-0.675374,-0.739382,0.159519,-0.023835,-0.009853
2025_07_11_17_13_11_0871,9.602397,-0.248854,-0.375075,-0.244072,0.221169,0.049800
2025_07_11_17_13_11_0890,9.827323,-0.023928,0.204586,-0.255789,0.204125,0.002929
2025_07_11_17_13_11_0913,9.262018,0.321236,-0.150150,-0.107855,0.075232,-0.096004
2025_07_11_17_13_11_0938,8.279764,0.608973,-0.025723,-0.180291,0.116776,-0.124765
2025_07_11_17_13_11_0971,7.254440,0.934397,-0.332004,-0.116377,0.132755,-0.138613
2025_07_11_17_13_11_0993,7.072586,1.236491,-0.384646,-0.041810,0.099732,-0.174831
2025_07_11_17_13_12_0016,6.760921,1.159921,-0.442672,0.058322,-0.022769,-0.172701
2025_07_11_17_13_12_0038,7.187441,1.427917,-0.595813,0.052995,-0.035552,-0.101330
2025_07_11_17_13_12_0068,8.557930,1.797010,-0.164507,-0.030093,0.067775,-0.240876
2025_07_11_17_13_12_0091,8.648857,1.720439,-0.557528,-0.111051,0.005992,-0.191875
2025_07_11_17_13_12_0114,9.932607,2.391028,-0.025723,-0.154725,0.027297,-0.255789
2025_07_11_17_13_12_0139,10.790434,2.510669,0.827318,-0.228093,0.168973,-0.320768
2025_07_11_17_13_12_0169,10.742578,1.547558,-0.260219,-0.192008,0.208386,-0.257920
2025_07_11_17_13_12_0194,12.328421,1.792224,0.439083,-0.358051,0.203060,-0.048069
2025_07_11_17_13_12_0227,11.720045,1.269991,1.804786,-0.494401,0.310515,-0.054460
2025_07_11_17_13_12_0248,11.001002,-0.086142,1.833500,-0.326094,0.374429,0.100931
2025_07_11_17_13_12_0270,12.203994,0.311665,1.598405,0.117975,0.069906,0.401327
2025_07_11_17_13_12_0295,14.809777,1.552344,0.707677,0.651523,-0.217707,0.101996
2025_07_11_17_13_12_0327,12.381063,0.062213,0.214158,0.664306,-0.449795,0.013582
2025_07_11_17_13_12_0350,10.234700,-1.345963,-0.409173,0.061517,-0.048335,-0.021438
2025_07_11_17_13_12_0372,10.589437,-1.681556,0.620937,0.042343,-0.170837,0.228759
2025_07_11_17_13_12_0395,11.077573,-1.000798,0.741177,0.504521,-0.411446,0.176562
2025_07_11_17_13_12_0428,9.875179,-0.637089,0.644866,0.226628,-0.167641,0.129692
2025_07_11_17_13_12_0450,8.624929,-0.469591,0.879961,0.027430,0.052862,0.124366
2025_07_11_17_13_12_0470,7.494320,-0.469591,0.817747,-0.007723,0.134885,0.114779
2025_07_11_17_13_12_0496,6.641279,-0.277567,0.453440,0.195737,-0.025965,0.055126
2025_07_11_17_13_12_0528,6.114260,0.033500,0.065204,0.261781,-0.024900,0.024234
2025_07_11_17_13_12_0548,6.123831,-0.224925,0.281157,0.023169,0.118907,-0.003462
2025_07_11_17_13_12_0573,6.808777,0.311665,1.181456,-0.141942,0.274431,0.009321
