时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_12_16_54_06_0296,2.372484,5.524429,-0.806381,1.562564,-0.968563,-1.064567
2025_07_12_16_54_06_0322,1.328017,3.320640,-1.520639,1.426347,-1.535134,-0.463909
2025_07_12_16_54_06_0350,0.283549,-0.981655,-4.256233,1.357107,-2.001573,0.337013
2025_07_12_16_54_06_0383,-1.287937,-8.134998,-6.224928,1.259105,-3.110347,1.668288
2025_07_12_16_54_06_0407,1.380659,-14.051851,-3.877569,1.088668,-4.169988,3.336044
2025_07_12_16_54_06_0435,9.032308,-21.487547,-2.689533,0.143008,-2.750299,5.006995
2025_07_12_16_54_06_0458,13.415958,-27.514469,-5.947361,-1.439662,-0.969628,5.283955
2025_07_12_16_54_06_0495,22.442284,-41.264824,-10.369297,-4.168124,-2.946301,9.459802
2025_07_12_16_54_06_0523,70.845497,-29.565119,12.071791,-2.885849,-4.671579,11.566433
2025_07_12_16_54_06_0545,69.006012,-9.567103,7.826923,-3.251224,-0.435015,7.867678
2025_07_12_16_54_06_0568,50.781082,-7.281958,5.340182,-5.180894,-1.573482,7.254237
2025_07_12_16_54_06_0596,53.569317,6.424729,23.867210,-2.476933,-2.874931,7.441585
2025_07_12_16_54_06_0623,40.020557,20.501106,8.191230,-1.903971,-0.973889,5.258389
2025_07_12_16_54_06_0646,30.888350,24.544378,5.670990,-4.207537,0.411713,3.417001
2025_07_12_16_54_06_0676,17.181664,23.883362,13.322040,-4.202211,-0.229425,1.159240
2025_07_12_16_54_06_0701,4.058825,25.473989,13.111472,-2.467346,-0.298665,0.007989
2025_07_12_16_54_06_0723,-0.511466,27.553352,15.013167,-2.903958,0.970827,-0.129426
2025_07_12_16_54_06_0748,1.845464,26.508886,21.615562,-1.136071,0.573495,-1.227415
2025_07_12_16_54_06_0771,5.711668,22.752752,21.040688,1.225018,0.585212,-3.114608
2025_07_12_16_54_06_0802,12.467204,18.205791,25.740191,1.293193,3.026194,-3.189174
2025_07_12_16_54_06_0825,57.162739,29.551359,35.810986,2.689447,5.009258,-2.698235
2025_07_12_16_54_06_0846,105.868042,22.096521,29.712276,5.273036,4.453340,-8.973257
2025_07_12_16_54_06_0870,105.024574,-5.106882,33.650265,6.043067,5.776093,-11.061646
2025_07_12_16_54_06_0891,104.152390,-17.812771,20.331215,8.248631,5.062520,-11.671891
2025_07_12_16_54_06_0914,82.425560,-33.254253,7.798209,8.787640,2.734453,-12.977601
2025_07_12_16_54_06_0935,53.161938,-37.949570,-8.788239,7.900434,0.288146,-10.848733
2025_07_12_16_54_06_0959,48.591648,-33.541393,4.473382,1.957765,2.081599,-8.779385
2025_07_12_16_54_06_0995,17.138592,-47.234318,10.643873,3.346563,1.072956,-7.832525
2025_07_12_16_54_07_0025,-3.539583,-66.058060,-10.901102,2.491314,-0.211316,-4.793016
2025_07_12_16_54_07_0047,-5.178068,-61.046886,-4.548158,-1.309704,1.063369,-0.979349
2025_07_12_16_54_07_0069,-12.460624,-54.789658,-5.678766,-1.586531,1.058043,1.726876
2025_07_12_16_54_07_0093,-12.484552,-54.871014,-4.141378,-1.673881,-0.543668,4.983560
2025_07_12_16_54_07_0115,1.318445,-60.078991,-4.773681,-1.139267,-0.998390,9.576978
2025_07_12_16_54_07_0138,34.328629,-61.290955,-12.007782,-2.010494,-1.160305,13.155361
2025_07_12_16_54_07_0160,80.801430,-52.437511,-1.625923,-2.662284,-1.997312,14.760268
2025_07_12_16_54_07_0182,93.358368,-39.061035,3.002394,-2.296909,-1.593722,14.090503
2025_07_12_16_54_07_0215,114.266251,-24.237499,7.975278,-6.123492,-0.592669,14.103152
2025_07_12_16_54_07_0238,118.127670,7.172486,27.120253,-2.903958,-3.296630,10.025308
2025_07_12_16_54_07_0261,72.263840,18.512671,10.720444,-2.284126,-1.750311,7.041190
2025_07_12_16_54_07_0293,42.765724,23.418554,18.127426,-7.424941,2.657756,5.339347
2025_07_12_16_54_07_0316,25.469803,26.034508,24.873392,-5.241612,1.025154,3.883440
2025_07_12_16_54_07_0341,17.330017,41.111683,19.660627,-1.702642,0.125165,1.593722
2025_07_12_16_54_07_0368,0.183051,45.222553,13.436895,-2.638849,1.642856,-0.715171
2025_07_12_16_54_07_0392,2.190629,45.098125,21.912273,-1.490794,0.862173,-1.532071
