时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_12_17_49_56_0128,1.740180,3.579064,5.134399,0.407318,-0.569500,0.278425
2025_07_12_17_49_56_0152,2.956931,4.384249,5.349753,0.610778,-0.943264,0.194272
2025_07_12_17_49_56_0182,2.861218,3.847659,5.100900,0.620365,-0.962438,-0.112382
2025_07_12_17_49_56_0206,1.984248,3.306283,4.645665,0.263512,-0.898524,0.115578
2025_07_12_17_49_56_0232,3.833900,4.192225,6.701100,0.017576,-1.357639,0.458450
2025_07_12_17_49_56_0254,5.295317,3.838088,8.650652,0.192275,-1.268160,0.417971
2025_07_12_17_49_56_0277,2.956931,4.072584,5.891129,0.263512,-0.791069,0.349796
2025_07_12_17_49_56_0298,2.574079,5.337191,3.404987,0.423297,-1.376814,0.430754
2025_07_12_17_49_56_0320,4.125824,5.715855,4.128217,0.365774,-2.152037,0.335948
2025_07_12_17_49_56_0363,5.735596,5.006981,8.583653,0.115578,-1.695185,0.596930
2025_07_12_17_49_56_0385,8.849854,8.274381,9.963714,0.348731,-1.090266,0.851388
2025_07_12_17_49_56_0407,12.548560,13.558929,11.142179,0.586278,-0.508782,-0.080425
2025_07_12_17_49_56_0433,6.722635,15.748363,14.831313,0.688540,0.428357,-1.355243
2025_07_12_17_49_56_0455,8.538788,18.388245,14.907884,1.967619,0.016245,-0.809977
2025_07_12_17_49_56_0490,24.545574,33.853653,12.177074,3.291304,-1.267095,-2.471341
2025_07_12_17_49_56_0519,24.708286,24.098715,20.709881,2.277468,0.001332,-4.732298
2025_07_12_17_49_56_0543,20.621346,15.791433,14.572289,4.607666,0.153660,-5.467175
2025_07_12_17_49_56_0566,17.885752,10.267602,5.785845,5.668504,-1.591858,-6.143465
2025_07_12_17_49_56_0591,14.737993,2.472384,6.126224,4.220054,-1.658967,-6.560904
2025_07_12_17_49_56_0621,6.315856,-6.237491,4.329215,3.314739,-0.997591,-5.591808
2025_07_12_17_49_56_0643,-0.291326,-10.137792,-0.796810,3.159348,-1.504508,-4.530036
2025_07_12_17_49_56_0666,-4.162315,-13.088739,-2.665604,2.459623,-2.079601,-3.277589
