时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_02_15_15_13_0496,9.951750,0.393021,0.568295,0.143141,0.038082,-0.046338
2025_07_02_15_15_13_0521,9.549755,0.144168,0.491725,0.130358,0.034886,0.027163
2025_07_02_15_15_13_0553,9.817751,0.407378,0.290728,0.121836,0.033821,0.080425
2025_07_02_15_15_13_0575,9.755538,0.302094,0.276371,0.086683,0.026365,0.056990
2025_07_02_15_15_13_0596,9.731609,0.144168,0.405583,0.057922,0.027430,0.071903
2025_07_02_15_15_13_0618,10.043275,0.105882,0.506082,0.016378,0.016777,0.111317
2025_07_02_15_15_13_0643,10.210773,0.148953,0.534796,-0.042210,-0.004527,0.104925
2025_07_02_15_15_13_0674,10.110274,0.177667,0.999602,-0.016644,-0.010919,0.047403
2025_07_02_15_15_13_0706,10.013963,0.211167,0.779462,0.045139,0.033821,0.031424
2025_07_02_15_15_13_0730,10.129416,0.278166,0.405583,0.045139,0.001864,0.015446
2025_07_02_15_15_13_0751,9.951750,0.326022,0.357727,0.008921,-0.013049,0.004794
2025_07_02_15_15_13_0774,9.750752,0.144168,0.501296,-0.002796,-0.001332,0.004794
2025_07_02_15_15_13_0798,9.865608,0.101097,0.587438,0.012117,0.012516,0.015446
2025_07_02_15_15_13_0831,9.856036,0.215952,0.463011,-0.005992,-0.010919,0.022903
2025_07_02_15_15_13_0854,9.894321,0.125025,0.630509,-0.040079,-0.017310,0.032490
2025_07_02_15_15_13_0876,10.091131,0.067597,0.789033,-0.032623,0.001864,0.037816
2025_07_02_15_15_13_0909,10.071989,0.388235,0.640080,0.013182,-0.017310,-0.005859
2025_07_02_15_15_13_0930,9.903893,0.282951,0.649651,0.019574,-0.013049,-0.042077
2025_07_02_15_15_13_0953,9.741181,-0.004786,0.649651,-0.003861,0.011451,-0.028229
2025_07_02_15_15_13_0975,9.812965,0.091525,0.673580,-0.002796,-0.017310,0.028229
2025_07_02_15_15_13_0997,10.052846,0.302094,0.644866,-0.001731,-0.034354,0.013315
2025_07_02_15_15_14_0019,9.937392,0.220738,0.760319,-0.011318,-0.004527,-0.007989
2025_07_02_15_15_14_0040,9.951750,0.081954,0.688535,0.027030,-0.014114,-0.006924
2025_07_02_15_15_14_0062,9.884750,0.163310,0.601795,0.012117,-0.009853,-0.006924
2025_07_02_15_15_14_0085,9.832108,0.211167,0.530010,-0.000666,-0.006658,0.000533
2025_07_02_15_15_14_0107,10.009177,0.163310,0.606581,0.025965,-0.024767,-0.004794
2025_07_02_15_15_14_0132,9.956535,0.311665,0.477368,0.027030,-0.019441,-0.032490
2025_07_02_15_15_14_0155,9.702896,0.192024,0.348156,0.012117,-0.015180,-0.027163
2025_07_02_15_15_14_0178,9.683753,-0.033500,0.611366,-0.023036,0.006125,-0.003728
2025_07_02_15_15_14_0211,10.091131,0.239880,0.688535,0.008921,-0.027962,0.017576
2025_07_02_15_15_14_0233,10.004392,0.340379,0.673580,-0.003861,0.006125,-0.011185
2025_07_02_15_15_14_0265,9.903893,0.019143,0.592224,-0.000666,0.022104,-0.005859
2025_07_02_15_15_14_0287,10.153345,0.129811,0.510868,0.001465,-0.008788,0.005859
2025_07_02_15_15_14_0310,10.071989,0.311665,0.415155,-0.012383,0.002929,-0.014381
2025_07_02_15_15_14_0332,10.004392,0.148953,0.434297,-0.009188,-0.022636,-0.048468
2025_07_02_15_15_14_0353,9.975677,0.259023,0.472582,-0.023036,-0.027962,-0.016511
2025_07_02_15_15_14_0378,10.115060,0.373879,0.391227,0.006791,-0.071637,-0.070838
2025_07_02_15_15_14_0409,9.535398,0.206381,0.482154,-0.056058,-0.010919,-0.059120
2025_07_02_15_15_14_0432,9.521041,0.220738,0.553938,-0.016644,-0.025832,-0.023968
2025_07_02_15_15_14_0454,9.765109,0.450449,0.635294,-0.002796,0.002929,-0.002663
2025_07_02_15_15_14_0474,9.707682,0.345165,0.429512,0.014247,0.033821,-0.005859
2025_07_02_15_15_14_0497,9.836894,0.397807,0.367298,0.001465,-0.004527,0.038881
2025_07_02_15_15_14_0519,10.110274,0.306879,0.539581,-0.017709,-0.011984,0.029294
2025_07_02_15_15_14_0542,10.038489,0.321236,0.731606,-0.017709,0.006125,-0.004794
2025_07_02_15_15_14_0565,9.841680,0.172881,0.765105,0.005726,0.002929,-0.013315
2025_07_02_15_15_14_0587,9.894321,0.177667,0.673580,0.012117,-0.006658,0.013315
2025_07_02_15_15_14_0610,10.043275,0.330808,0.606581,0.037683,-0.022636,0.002663
