时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_07_15_19_38_0899,-0.597607,3.866802,5.618348,0.472031,-0.334616,-0.452325
2025_07_07_15_19_38_0928,-0.784846,3.862016,5.105685,0.631816,-0.903318,-0.274431
2025_07_07_15_19_38_0953,-0.032303,4.427320,4.324429,1.013037,-1.670152,-0.090278
2025_07_07_15_19_38_0976,0.934995,5.255835,3.730411,1.447518,-2.559355,-0.180690
2025_07_07_15_19_39_0008,0.662214,4.479962,2.101496,2.073742,-3.757610,-0.334084
2025_07_07_15_19_39_0054,0.398405,3.569493,-0.360718,2.512618,-4.999272,0.046071
2025_07_07_15_19_39_0083,1.850250,3.133401,-0.279362,1.856568,-4.556268,0.361380
2025_07_07_15_19_39_0109,0.796212,1.207777,-2.813959,0.143940,-3.361343,1.065366
2025_07_07_15_19_39_0136,4.475775,-0.397209,0.698106,-1.546186,-3.166405,2.303833
2025_07_07_15_19_39_0164,11.748759,1.073181,6.619744,-0.623827,-3.669195,2.485988
2025_07_07_15_19_39_0187,11.992827,1.518844,3.951148,0.531684,-4.193157,1.637263
2025_07_07_15_19_39_0214,7.508677,-2.678167,1.277767,0.833012,-5.219775,1.808632
2025_07_07_15_19_39_0239,12.180065,-2.879164,4.731807,0.693600,-4.772510,3.014210
2025_07_07_15_19_39_0264,17.492729,-0.186640,3.457629,0.030093,-3.099429,2.766144
2025_07_07_15_19_39_0285,15.576677,-1.604986,2.163710,-0.766568,-2.402900,2.244313
2025_07_07_15_19_39_0308,11.432308,-6.136992,3.160321,-0.836874,-2.501966,2.344311
2025_07_07_15_19_39_0330,10.526625,-8.934800,3.486343,-0.706915,-2.239919,3.476521
2025_07_07_15_19_39_0353,13.765310,-9.582058,2.187638,-1.005180,-1.531672,4.590488
2025_07_07_15_19_39_0375,17.377874,-8.853444,2.230709,-1.317161,-1.196257,4.928034
2025_07_07_15_19_39_0396,17.986250,-8.312068,3.160321,-1.454576,-0.805316,4.639489
2025_07_07_15_19_39_0418,16.535002,-7.991429,3.381058,-1.389596,-0.482684,4.271984
2025_07_07_15_19_39_0439,15.274584,-7.866405,4.305286,-1.076551,-0.333551,4.132438
2025_07_07_15_19_39_0463,14.761921,-7.037889,4.219144,-0.876287,0.189345,3.912068
2025_07_07_15_19_39_0486,13.559527,-6.759724,1.814358,-0.995593,0.595066,3.611673
2025_07_07_15_19_39_0508,13.061222,-5.533402,0.190229,-1.106378,0.462045,3.263474
2025_07_07_15_19_39_0531,11.787045,-5.193023,0.376870,-1.282008,0.125431,2.686251
2025_07_07_15_19_39_0554,9.884750,-5.662615,2.590230,-0.821960,-0.349530,2.328333
2025_07_07_15_19_39_0576,9.108877,-4.829314,2.873182,-0.159519,-0.372965,2.324072
2025_07_07_15_19_39_0598,9.554541,-2.309074,2.182853,-0.047669,0.028495,2.254965
2025_07_07_15_19_39_0630,8.389834,0.373879,0.171087,-0.620631,0.761242,1.384803
2025_07_07_15_19_39_0651,6.895517,0.354736,-0.193220,-1.364031,1.027550,1.103581
2025_07_07_15_19_39_0678,7.335796,-0.771087,1.674976,-1.681470,0.987072,1.000387
2025_07_07_15_19_39_0709,9.424730,-0.699302,1.867000,-0.869896,0.926353,0.493336
2025_07_07_15_19_39_0731,9.808180,-1.532603,-0.624527,-0.309716,0.630219,0.310249
2025_07_07_15_19_39_0751,12.615560,-3.108875,-1.659423,-0.128627,0.057256,0.425294
2025_07_07_15_19_39_0774,16.697714,-3.449254,0.836890,-0.540739,-0.229158,0.337945
2025_07_07_15_19_39_0797,18.628723,-3.272185,3.888337,-0.818765,-0.022636,-0.057256
2025_07_07_15_19_39_0819,18.264416,-1.863411,6.279365,-0.097735,0.122235,-0.786675
2025_07_07_15_19_39_0842,20.726629,-5.715257,4.549952,0.985341,-0.039680,-1.316095
2025_07_07_15_19_39_0867,21.799810,-6.942177,3.534199,1.554042,0.047669,-2.272408
2025_07_07_15_19_39_0897,17.828323,-8.039286,1.239482,1.707435,0.671763,-3.291570
2025_07_07_15_19_39_0922,15.169299,-8.666803,-2.057229,1.482671,0.903983,-3.611140
2025_07_07_15_19_39_0957,11.930614,-9.275179,-2.109871,0.798925,0.894396,-3.694228
2025_07_07_15_19_39_0987,8.816355,-8.987442,-2.114657,0.258985,1.031811,-3.391702
2025_07_07_15_19_40_0008,8.341978,-8.254640,-0.911665,0.211049,0.864570,-3.064809
2025_07_07_15_19_40_0033,7.432107,-8.096714,-0.433101,0.236615,0.890135,-2.938046
2025_07_07_15_19_40_0056,5.745167,-7.488338,-0.433101,0.567902,0.615305,-2.780391
2025_07_07_15_19_40_0088,5.975476,-5.552545,0.262014,1.031146,0.007190,-2.301170
2025_07_07_15_19_40_0109,6.397212,-5.221737,-0.035294,1.181343,-0.001332,-2.382127
2025_07_07_15_19_40_0131,5.481956,-5.346762,-0.586242,1.238866,-0.079094,-2.466281
2025_07_07_15_19_40_0153,4.370491,-5.509474,-1.089332,0.992797,-0.022636,-2.153102
2025_07_07_15_19_40_0178,5.730810,-4.675575,-0.064008,0.614773,0.040213,-1.776143
2025_07_07_15_19_40_0211,3.517449,-6.860222,-0.820738,0.469901,0.368304,-1.743121
2025_07_07_15_19_40_0244,4.077968,-5.499903,-0.336790,0.934209,-0.315442,-0.621697
2025_07_07_15_19_40_0266,7.058228,-4.268795,-0.097508,1.124886,-0.517836,-0.501325
2025_07_07_15_19_40_0286,7.340582,-7.085746,-0.476172,0.939535,-0.453922,-0.539674
2025_07_07_15_19_40_0311,8.327621,-9.232108,0.017348,0.547663,-0.390008,-0.025299
2025_07_07_15_19_40_0332,8.577073,-9.495318,-0.365504,0.409183,-0.199332,0.373098
2025_07_07_15_19_40_0354,11.068001,-11.014163,-2.085943,-0.043408,-0.285616,0.998257
2025_07_07_15_19_40_0378,14.436498,-12.332009,-0.025723,-0.883744,-0.397465,1.586132
2025_07_07_15_19_40_0411,13.325031,-7.450053,3.878766,-0.702654,-0.353791,1.948178
2025_07_07_15_19_40_0441,11.973684,-6.563512,1.306481,-0.448197,-0.238745,2.265617
2025_07_07_15_19_40_0467,12.002398,-6.294918,1.550549,-0.229824,-0.460314,2.715013
2025_07_07_15_19_40_0488,11.968899,-5.116453,1.009173,-0.280955,-0.570033,2.952426
2025_07_07_15_19_40_0509,12.701701,-3.937988,2.082354,-1.042464,-0.147135,3.121799
2025_07_07_15_19_40_0534,12.716656,-2.505285,2.940181,-1.978537,0.772960,3.073863
2025_07_07_15_19_40_0555,11.715260,-1.307678,0.956531,-2.118083,0.841135,2.849232
2025_07_07_15_19_40_0580,10.627722,-0.560519,1.838286,-1.631404,-0.053528,2.473205
2025_07_07_15_19_40_0610,8.754142,-0.344566,3.400201,-1.021159,-0.216375,2.180399
2025_07_07_15_19_40_0632,7.570891,-0.119641,2.547160,-0.717568,-0.034354,2.098376
2025_07_07_15_19_40_0655,7.613962,0.038285,0.980459,-0.472697,-0.046071,2.001440
2025_07_07_15_19_40_0675,9.324232,-0.114855,0.199801,-0.607849,-0.089746,1.822481
2025_07_07_15_19_40_0700,10.119845,-1.786840,0.616152,-1.149919,0.104127,1.430608
2025_07_07_15_19_40_0722,8.994022,-2.165504,0.966102,-1.565360,0.500393,1.291062
2025_07_07_15_19_40_0745,8.878569,-2.093720,0.654437,-1.642057,0.565239,1.293193
2025_07_07_15_19_40_0768,11.944971,-3.549752,0.367298,-1.515294,0.284151,1.276149
2025_07_07_15_19_40_0801,15.365511,-4.283153,1.186242,-0.976419,-0.348464,0.872559
2025_07_07_15_19_40_0823,13.526029,-2.831307,2.657230,-0.650458,-0.514641,0.641403
2025_07_07_15_19_40_0856,14.632709,-2.179862,3.610769,0.175897,-0.631816,0.546598
2025_07_07_15_19_40_0877,18.111275,-4.249653,2.906681,0.794664,-0.776555,0.490140
2025_07_07_15_19_40_0903,20.401205,-2.237289,3.735196,1.424083,-0.868165,0.035419
2025_07_07_15_19_40_0923,18.858433,-1.015753,3.696911,2.186657,-1.018363,-0.978417
2025_07_07_15_19_40_0954,15.974484,-1.772483,3.083750,2.349638,-0.754185,-1.862427
2025_07_07_15_19_40_0981,14.498711,-1.863411,2.254637,1.862959,0.063648,-2.435389
2025_07_07_15_19_41_0011,12.951153,-2.620739,0.199801,1.191996,0.730350,-2.950829
2025_07_07_15_19_41_0031,12.078969,-3.434897,-0.169292,0.819164,0.869896,-3.213808
2025_07_07_15_19_41_0054,10.776076,-4.560720,0.055633,0.577489,0.935940,-3.353354
2025_07_07_15_19_41_0079,9.419945,-5.130810,0.113061,0.554054,0.851787,-3.275592
2025_07_07_15_19_41_0109,7.810173,-6.098707,0.017348,0.517836,0.799591,-3.095700
2025_07_07_15_19_41_0134,7.254440,-5.499903,0.491725,0.598794,0.713307,-2.856023
2025_07_07_15_19_41_0157,6.890731,-5.423333,0.990030,0.877752,0.442871,-2.536586
2025_07_07_15_19_41_0180,7.743174,-5.169095,1.214956,1.648848,-0.123700,-2.297974
2025_07_07_15_19_41_0203,8.586644,-4.982455,0.141775,2.267615,-0.701056,-2.222342
