时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_07_15_23_15_0787,2.123630,-0.004786,0.606581,1.141530,-3.321530,-1.046458
2025_07_07_15_23_15_0807,2.166701,-0.210568,-1.055833,1.302381,-4.646413,-0.664173
2025_07_07_15_23_15_0835,3.967898,-0.445065,-1.189831,1.523949,-6.351452,-0.084819
2025_07_07_15_23_15_0865,7.163513,-0.785444,2.317449,2.067085,-7.727467,0.030226
2025_07_07_15_23_15_0885,6.358926,-2.476571,3.141178,2.284259,-7.522942,0.563775
2025_07_07_15_23_15_0910,6.440282,-3.315256,2.719443,1.879604,-6.449453,1.893984
2025_07_07_15_23_15_0938,9.089735,-2.802593,2.091925,0.742201,-4.559064,3.015408
2025_07_07_15_23_15_0961,12.083755,-2.213361,2.638087,-0.584813,-3.026593,3.165606
2025_07_07_15_23_15_0995,11.877972,-5.753542,3.122035,-2.403831,-0.860309,3.365737
2025_07_07_15_23_16_0019,11.063215,-7.483553,2.690729,-2.691311,-0.809178,4.168789
2025_07_07_15_23_16_0046,15.825531,-7.167102,4.152145,-2.441115,-1.252315,4.483033
2025_07_07_15_23_16_0075,17.449659,-7.152745,4.257430,-2.420875,-0.912505,4.071853
2025_07_07_15_23_16_0098,17.286947,-9.716056,3.323032,-2.524203,-0.811308,4.231638
2025_07_07_15_23_16_0119,19.035501,-10.770095,2.830111,-2.564682,-0.948723,4.795013
2025_07_07_15_23_16_0149,21.105293,-8.249854,3.284747,-2.191850,-1.459902,5.011256
2025_07_07_15_23_16_0178,19.692331,-2.270789,4.314857,-1.909696,-1.292793,4.095288
2025_07_07_15_23_16_0199,17.172092,-1.667199,4.396214,-1.931001,-0.980680,3.261477
2025_07_07_15_23_16_0221,15.787246,-2.294717,4.822734,-1.467625,-0.984941,2.724600
2025_07_07_15_23_16_0244,16.649858,-1.274178,4.808377,-0.372832,-1.383205,2.544708
2025_07_07_15_23_16_0266,19.107286,2.160719,5.177470,0.456719,-1.658035,1.821548
2025_07_07_15_23_16_0291,18.096918,4.139583,6.504290,0.852985,-1.318359,0.299597
2025_07_07_15_23_16_0321,16.055840,2.127219,5.359324,1.033942,-0.313977,-1.024088
2025_07_07_15_23_16_0346,14.642280,-0.349352,3.136392,0.878551,0.396400,-1.783466
