时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_02_16_09_51_0973,13.750954,-6.218348,2.111068,1.377613,0.700524,-3.486508
2025_07_02_16_09_52_0002,13.161721,-8.044071,1.440479,1.275350,0.701589,-3.430050
2025_07_02_16_09_52_0028,12.783655,-9.020942,0.443869,1.145392,0.895461,-3.241504
2025_07_02_16_09_52_0058,10.924432,-10.856236,-0.643669,1.172023,0.754851,-2.908219
2025_07_02_16_09_52_0085,9.946963,-12.049058,-1.457827,1.392526,0.304390,-2.268147
2025_07_02_16_09_52_0113,8.615358,-13.615759,-1.855634,1.130612,0.252194,-1.644054
2025_07_02_16_09_52_0138,6.411568,-13.936996,-2.062015,0.746063,0.284151,-0.729152
2025_07_02_16_09_52_0171,7.273582,-12.734004,-1.366900,0.736475,0.066843,0.348597
2025_07_02_16_09_52_0193,5.266603,-12.230913,-0.782453,0.516105,0.159519,0.621164
2025_07_02_16_09_52_0215,3.824329,-12.978670,-1.156332,0.422365,0.202128,1.049388
2025_07_02_16_09_52_0238,5.184649,-11.689537,-3.082554,0.575625,-0.091876,1.760830
2025_07_02_16_09_52_0259,7.197012,-9.921839,-4.509872,0.374429,-0.517836,2.167616
2025_07_02_16_09_52_0281,8.481359,-9.179466,-2.732604,-0.273099,-0.555120,2.471074
2025_07_02_16_09_52_0303,10.013963,-7.885547,-2.076372,-0.798126,-0.148334,2.819406
2025_07_02_16_09_52_0324,10.526625,-6.400801,-2.924029,-1.432872,0.230889,2.888646
2025_07_02_16_09_52_0349,9.362516,-5.499903,-2.641676,-2.407427,0.573761,3.000495
2025_07_02_16_09_52_0371,9.195019,-5.197809,-1.692922,-2.887714,0.582283,3.134581
2025_07_02_16_09_52_0394,9.678967,-4.881957,-0.308076,-2.576666,0.074300,3.195300
2025_07_02_16_09_52_0416,10.733006,-5.202595,0.434297,-1.736463,-0.613707,3.254953
2025_07_02_16_09_52_0437,13.794622,-6.299704,1.713261,-0.949389,-1.164300,3.342302
2025_07_02_16_09_52_0460,17.507088,-6.845866,2.379662,0.065512,-1.221822,3.273062
2025_07_02_16_09_52_0482,17.052450,-8.312068,0.731606,0.626756,-1.006645,3.165473
2025_07_02_16_09_52_0505,16.597216,-5.633901,1.133600,0.661909,-1.352846,3.737370
2025_07_02_16_09_52_0525,19.663019,-2.050051,1.698904,0.411713,-1.014102,4.022852
2025_07_02_16_09_52_0550,21.881765,2.870191,-0.782453,-0.446732,-0.581750,3.546827
2025_07_02_16_09_52_0572,22.025333,3.574279,2.944967,-1.277481,-0.445401,2.625533
2025_07_02_16_09_52_0595,18.628723,4.163511,6.475576,-0.911041,-0.376160,1.790524
2025_07_02_16_09_52_0623,15.198013,6.410372,5.172684,-0.085618,0.237281,1.193061
2025_07_02_16_09_52_0650,17.344376,7.919645,0.985245,0.275363,0.282020,0.473230
2025_07_02_16_09_52_0670,17.660826,7.363912,0.956531,0.284950,-0.062050,-0.470434
2025_07_02_16_09_52_0693,17.468801,4.896912,3.040679,0.135817,-0.131290,-1.519422
2025_07_02_16_09_52_0715,17.076378,1.025324,5.019544,0.095338,0.241542,-2.297974
2025_07_02_16_09_52_0738,17.239090,-1.748555,4.348357,0.181622,0.824091,-2.875197
2025_07_02_16_09_52_0760,17.085951,-3.640680,3.265605,0.311581,1.099853,-3.399158
2025_07_02_16_09_52_0783,16.094126,-5.025526,2.830111,0.463909,1.276682,-3.845358
2025_07_02_16_09_52_0806,15.040087,-5.696115,2.134996,0.675757,1.377879,-4.102079
2025_07_02_16_09_52_0827,14.158332,-6.606583,1.679762,0.846195,1.345922,-4.321384
2025_07_02_16_09_52_0851,13.200006,-7.425527,1.689333,0.983610,1.504642,-4.428973
2025_07_02_16_09_52_0873,12.567702,-8.369495,0.611366,1.214632,1.468424,-4.351211
2025_07_02_16_09_52_0899,11.839686,-9.356535,-0.265005,1.300916,1.310769,-4.135101
2025_07_02_16_09_52_0929,11.653047,-11.972488,-1.194617,1.333938,1.017963,-3.627118
2025_07_02_16_09_52_0951,11.331810,-12.916456,-2.085943,1.450048,0.729285,-3.126459
2025_07_02_16_09_52_0984,7.810173,-13.265809,-3.580261,1.260437,0.170171,-2.342714
2025_07_02_16_09_53_0006,6.272186,-12.811172,-2.866601,0.888804,-0.246202,-1.442725
2025_07_02_16_09_53_0027,5.740382,-12.643077,-1.357329,0.537277,-0.264311,-0.816501
2025_07_02_16_09_53_0049,3.517449,-12.801601,-1.654637,0.499062,-0.156722,-0.205191
2025_07_02_16_09_53_0071,3.009573,-12.772289,-2.751746,0.635278,-0.596664,0.711709
2025_07_02_16_09_53_0096,5.357530,-10.765309,-1.755135,0.885608,-1.234605,1.594654
2025_07_02_16_09_53_0119,7.465607,-11.474183,-1.664208,0.713040,-1.123821,2.149507
2025_07_02_16_09_53_0140,7.930412,-9.644272,-1.496711,-0.076164,-0.621164,2.488118
2025_07_02_16_09_53_0164,9.645468,-8.944371,-0.547956,-1.105978,-0.237680,2.817275
2025_07_02_16_09_53_0187,11.159527,-8.321639,0.644866,-1.364697,-0.170570,2.818340
2025_07_02_16_09_53_0218,10.613365,-8.359924,0.482154,-1.173088,-0.315442,2.792775
2025_07_02_16_09_53_0237,10.675578,-7.651051,0.429512,-1.165631,-0.376160,2.934451
2025_07_02_16_09_53_0265,10.018748,-6.424729,0.386441,-1.323153,-0.230223,3.037645
2025_07_02_16_09_53_0295,9.472587,-4.345366,-0.390030,-1.605439,-0.098268,3.096233
2025_07_02_16_09_53_0317,9.946963,-3.708277,-0.423530,-1.808899,-0.128094,3.060015
2025_07_02_16_09_53_0341,10.488339,-3.468396,-0.394816,-1.977072,-0.127029,2.973864
2025_07_02_16_09_53_0361,10.603793,-3.918845,-0.020937,-2.060161,-0.232354,2.855623
2025_07_02_16_09_53_0383,11.293525,-4.948956,-0.049651,-2.031399,-0.311181,2.972799
2025_07_02_16_09_53_0405,13.938192,-6.285347,-0.960120,-1.672549,-0.750057,3.225126
2025_07_02_16_09_53_0427,16.472790,-6.184848,-1.223331,-1.415828,-1.313432,3.355085
2025_07_02_16_09_53_0450,18.235701,-5.600401,0.238086,-1.437132,-1.552977,3.318867
2025_07_02_16_09_53_0473,20.185253,-4.431508,2.767299,-1.502112,-1.423018,3.302888
2025_07_02_16_09_53_0496,22.144976,-0.929013,5.349753,-1.426480,-0.957644,2.779992
2025_07_02_16_09_53_0521,21.000010,3.166901,7.438687,-0.917432,-0.348464,1.421021
2025_07_02_16_09_53_0551,18.317057,2.803192,7.074380,-0.104792,0.277760,-0.070971
2025_07_02_16_09_53_0574,17.023737,0.642473,5.699704,0.577756,0.594001,-0.876154
2025_07_02_16_09_53_0596,16.630716,-0.747159,3.241677,1.180544,0.613175,-1.407572
2025_07_02_16_09_53_0619,14.824135,-0.546162,2.609373,1.376547,0.520499,-2.018883
2025_07_02_16_09_53_0642,13.315460,-0.876371,2.020140,1.597051,0.622762,-2.431128
2025_07_02_16_09_53_0664,13.401602,-1.537389,0.443869,1.832334,0.507717,-2.702629
2025_07_02_16_09_53_0687,14.958731,-3.113661,-0.020937,1.715292,0.415175,-3.017938
2025_07_02_16_09_53_0717,15.758532,-5.629115,0.966102,1.247654,0.567370,-3.556813
2025_07_02_16_09_53_0741,15.303297,-7.344171,2.542374,0.884543,0.967897,-3.836836
2025_07_02_16_09_53_0763,14.742779,-8.436495,3.174677,0.718367,1.457771,-4.006208
2025_07_02_16_09_53_0785,13.142578,-8.829515,2.810370,0.890934,1.869883,-4.134036
2025_07_02_16_09_53_0806,12.031113,-8.824730,1.679762,1.323286,1.845383,-4.056274
2025_07_02_16_09_53_0829,10.886147,-8.944371,0.501296,1.781203,1.502511,-3.974251
2025_07_02_16_09_53_0855,9.655040,-9.720842,-0.255434,2.172143,0.860309,-3.651619
2025_07_02_16_09_53_0885,10.871790,-11.301900,-0.567099,2.372274,0.098800,-2.915676
2025_07_02_16_09_53_0908,11.571092,-12.001202,-1.223331,2.036859,-0.002397,-2.537518
2025_07_02_16_09_53_0931,9.946963,-12.753146,-1.534996,1.295590,0.241542,-2.323539
2025_07_02_16_09_53_0952,7.513463,-13.946567,-1.371686,0.567103,0.712241,-1.869750
2025_07_02_16_09_53_0973,4.600202,-14.435301,-2.842673,0.322233,0.834743,-1.382007
2025_07_02_16_09_54_0000,1.630110,-14.075779,-4.025924,0.216775,-0.076963,-0.298931
2025_07_02_16_09_54_0025,3.047858,-12.940385,-1.898705,0.144339,-0.814903,0.839537
2025_07_02_16_09_54_0053,5.261817,-11.536396,-1.534996,0.228492,-0.978949,1.542457
2025_07_02_16_09_54_0076,6.900302,-11.052447,-2.148157,0.229558,-1.164300,1.958830
2025_07_02_16_09_54_0099,8.227122,-10.247861,-1.802992,-0.299730,-1.142995,2.382793
2025_07_02_16_09_54_0120,9.525827,-9.826126,-0.902094,-0.919562,-0.821295,2.712882
2025_07_02_16_09_54_0141,10.666007,-9.519247,-0.859023,-1.331674,-0.557250,2.974930
2025_07_02_16_09_54_0163,12.031113,-9.241679,-0.308076,-1.727941,-0.358051,3.237909
2025_07_02_16_09_54_0184,12.653844,-8.455637,0.214158,-2.096379,-0.038615,3.324193
2025_07_02_16_09_54_0209,11.806187,-7.128817,0.463011,-2.507559,0.348065,3.236844
2025_07_02_16_09_54_0231,10.100702,-5.710471,0.147159,-2.722602,0.383218,3.213408
2025_07_02_16_09_54_0261,9.477372,-4.240082,0.262014,-2.591579,0.029560,3.277323
