时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_02_14_53_10_0647,0.077767,4.460820,3.586841,1.011439,-1.251249,0.486146
2025_07_02_14_53_10_0677,0.504287,4.096512,4.377071,-0.007723,-1.158707,0.629819
2025_07_02_14_53_10_0702,0.834497,3.914658,4.223930,-0.760710,-0.372698,0.841800
2025_07_02_14_53_10_0735,1.649253,3.775276,3.002394,-0.247400,-1.411034,0.651124
2025_07_02_14_53_10_0767,2.372484,3.425924,3.069393,0.110385,-2.910616,0.293339
2025_07_02_14_53_10_0790,3.263810,2.985046,4.636094,-0.274031,-2.775331,0.195337
2025_07_02_14_53_10_0818,2.933002,2.343172,2.609373,0.206256,-3.287575,0.003595
2025_07_02_14_53_10_0846,3.958327,1.576272,2.671587,1.573749,-5.111920,-0.039014
2025_07_02_14_53_10_0871,4.873581,1.174278,3.074179,1.364963,-4.869047,0.146336
2025_07_02_14_53_10_0901,4.652843,-1.197608,1.502693,-0.503056,-3.361077,0.705451
2025_07_02_14_53_10_0926,6.152545,-2.821736,2.249851,-0.526491,-3.862668,1.213434
2025_07_02_14_53_10_0955,8.605786,-4.153342,0.927817,0.711043,-5.158791,1.450981
2025_07_02_14_53_10_0978,8.471788,-7.517052,-0.312862,0.795196,-5.066115,1.879071
2025_07_02_14_53_11_0001,9.731609,-11.042876,-0.509671,0.240343,-4.507001,2.940975
2025_07_02_14_53_11_0022,13.056437,-13.275380,0.180658,-0.418903,-3.717796,4.018725
2025_07_02_14_53_11_0044,16.017555,-15.153746,0.793819,-1.270823,-2.686917,5.018712
2025_07_02_14_53_11_0068,18.355343,-15.134604,3.467200,-2.300770,-1.497318,5.773829
2025_07_02_14_53_11_0091,19.476379,-14.674583,4.516453,-3.130320,-0.169239,5.960245
2025_07_02_14_53_11_0111,19.639091,-14.885152,3.524628,-3.526587,0.533682,5.905918
2025_07_02_14_53_11_0142,20.808584,-13.400405,3.141178,-2.783188,-0.111716,5.403128
2025_07_02_14_53_11_0169,20.209780,-9.649057,2.930609,-1.137802,-1.037271,4.281704
2025_07_02_14_53_11_0202,15.753746,-7.770691,2.461018,-0.625425,-0.785876,2.924997
2025_07_02_14_53_11_0222,12.989438,-7.372885,2.072783,-0.790536,-0.195870,2.551100
2025_07_02_14_53_11_0247,10.871790,-7.296314,1.119243,-1.238866,0.483616,2.458425
2025_07_02_14_53_11_0269,9.808180,-7.085746,0.698106,-1.405042,0.642202,2.423272
2025_07_02_14_53_11_0303,9.525827,-6.783652,0.238086,-0.820363,0.088414,2.433924
2025_07_02_14_53_11_0323,9.951750,-6.170491,-0.312862,-0.629686,-0.156456,2.444577
2025_07_02_14_53_11_0344,10.158131,-6.012565,-0.308076,-0.963104,-0.010519,2.455229
2025_07_02_14_53_11_0368,10.545768,-5.341977,0.352941,-1.557371,0.462311,2.524469
2025_07_02_14_53_11_0392,11.465808,-4.259224,0.683749,-2.081332,0.913837,2.454164
2025_07_02_14_53_11_0425,11.868401,-3.837489,1.220340,-2.247509,0.790270,1.970681
2025_07_02_14_53_11_0448,12.452847,-3.914060,2.259423,-1.947113,0.549660,1.573482
2025_07_02_14_53_11_0480,12.620345,-4.311866,3.074179,-1.369890,0.372832,1.094261
2025_07_02_14_53_11_0505,12.898511,-3.823132,3.572484,-0.676556,0.062849,0.679885
2025_07_02_14_53_11_0534,13.113865,-2.826522,4.674379,0.255256,-0.318372,0.058987
2025_07_02_14_53_11_0559,13.583456,-3.084947,5.215755,0.842067,-0.040346,-0.583215
2025_07_02_14_53_11_0581,13.799408,-4.110271,3.955934,1.219159,0.413310,-1.146590
2025_07_02_14_53_11_0603,13.358531,-4.881957,2.561517,1.469356,0.658181,-1.684400
2025_07_02_14_53_11_0624,13.353745,-5.815755,1.703690,1.632336,0.684812,-2.043250
2025_07_02_14_53_11_0646,13.909478,-7.229315,1.181456,1.772947,0.578422,-2.445908
2025_07_02_14_53_11_0669,14.608781,-9.725628,1.128814,1.927273,0.378158,-2.830324
2025_07_02_14_53_11_0693,15.221941,-12.743575,1.488336,2.117949,0.099067,-3.162544
2025_07_02_14_53_11_0723,14.172688,-13.529617,1.943570,2.334192,-0.211848,-3.425656
2025_07_02_14_53_11_0746,13.228720,-13.050455,2.499303,2.513018,-0.315176,-3.509810
2025_07_02_14_53_11_0769,12.701701,-12.485150,2.370091,2.652563,-0.217174,-3.571593
2025_07_02_14_53_11_0791,11.988042,-11.824133,2.000998,2.747369,-0.118108,-3.678117
2025_07_02_14_53_11_0812,11.657832,-11.421540,1.162314,2.645107,0.020239,-3.681312
2025_07_02_14_53_11_0840,11.365310,-11.081161,0.486939,2.209560,0.276961,-3.766398
2025_07_02_14_53_11_0867,10.608580,-11.167303,0.381655,1.914490,0.321700,-3.801550
2025_07_02_14_53_11_0894,9.784252,-10.966306,0.367298,1.745251,0.312113,-3.765332
2025_07_02_14_53_11_0927,8.203195,-10.908878,-0.140578,1.585466,0.278026,-3.658942
2025_07_02_14_53_11_0957,6.914659,-10.305289,-0.720240,1.377746,0.028761,-3.233914
2025_07_02_14_53_11_0983,7.733603,-9.902697,-0.452243,1.061505,-0.176696,-2.958152
2025_07_02_14_53_12_0016,7.029515,-9.725628,0.343370,0.729152,0.011718,-2.908086
2025_07_02_14_53_12_0036,4.346562,-10.214361,-1.213759,0.449129,0.302526,-2.693974
2025_07_02_14_53_12_0060,1.711466,-9.907482,-2.018944,-0.074833,0.389875,-1.985728
2025_07_02_14_53_12_0081,0.896710,-10.142577,-1.750350,-0.383750,0.254591,-1.111438
2025_07_02_14_53_12_0103,2.276771,-10.123434,-0.839881,-0.122768,-0.175630,-0.232753
2025_07_02_14_53_12_0127,2.933002,-10.525429,-1.692922,0.321301,-0.419569,0.400927
2025_07_02_14_53_12_0149,2.324627,-10.343575,-2.598605,0.115711,-0.472830,1.014368
2025_07_02_14_53_12_0171,2.909074,-10.065409,-1.970490,-0.462577,-0.452591,1.920615
2025_07_02_14_53_12_0196,5.836693,-9.701699,-0.250648,-0.849124,-0.151130,2.829126
2025_07_02_14_53_12_0218,8.801998,-9.759128,-1.319044,-0.880016,0.196003,3.152823
2025_07_02_14_53_12_0248,10.201201,-10.549356,-3.096911,-1.063236,0.054327,3.311543
2025_07_02_14_53_12_0273,10.886147,-10.712667,-2.492723,-1.261236,-0.390807,3.503285
2025_07_02_14_53_12_0306,11.575878,-10.252646,-0.744168,-1.374151,-0.626091,3.725786
2025_07_02_14_53_12_0336,11.484950,-9.835697,-0.078365,-1.601045,-0.509048,3.875983
2025_07_02_14_53_12_0359,12.275779,-9.797412,0.281157,-1.823546,-0.368437,4.003811
2025_07_02_14_53_12_0382,12.960724,-9.677772,0.434297,-1.956700,-0.252327,4.013399
2025_07_02_14_53_12_0404,14.191831,-10.065409,0.577867,-2.021679,-0.205457,3.964398
2025_07_02_14_53_12_0426,14.311472,-10.017552,0.300299,-2.058962,-0.220370,3.861070
2025_07_02_14_53_12_0447,14.608781,-9.950553,0.434297,-2.088789,-0.337546,3.804613
2025_07_02_14_53_12_0477,15.255441,-9.466604,0.851247,-1.955635,-0.547397,3.698090
2025_07_02_14_53_12_0507,15.763317,-8.120642,1.167099,-1.716090,-0.700657,3.438306
2025_07_02_14_53_12_0539,15.763317,-7.090532,1.128814,-1.508370,-0.608115,3.086779
2025_07_02_14_53_12_0560,16.247265,-6.458228,0.937388,-1.349650,-0.592136,2.919671
2025_07_02_14_53_12_0582,16.745571,-5.049454,0.923031,-1.218627,-0.623960,2.616079
