时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_06_11_12_07_0643,0.585643,1.384846,9.014959,0.057256,-0.123168,0.165644
2025_07_06_11_12_07_0674,1.764109,1.677369,9.384052,-0.318771,-0.094406,0.136882
2025_07_06_11_12_07_0706,1.563111,1.193420,9.973285,-0.226096,0.207055,-0.121969
2025_07_06_11_12_07_0731,0.964308,1.336990,9.766904,0.023169,0.147402,-0.367905
2025_07_06_11_12_07_0752,0.422931,1.456631,9.403194,0.161516,0.097336,-0.419036
2025_07_06_11_12_07_0774,0.398405,1.830509,8.698508,0.146603,-0.155125,-0.249797
2025_07_06_11_12_07_0796,0.891925,1.897508,8.909675,-0.192008,-0.428756,-0.105991
2025_07_06_11_12_07_0819,1.160519,1.854438,9.699904,-0.456186,-0.555519,-0.104925
2025_07_06_11_12_07_0842,0.690928,1.706083,10.643873,-0.645664,-0.550193,-0.117708
2025_07_06_11_12_07_0864,-0.334397,1.394417,11.338390,-0.523296,-0.466039,-0.087882
2025_07_06_11_12_07_0889,-0.080160,1.265205,10.155139,-0.120638,-0.372432,0.029294
2025_07_06_11_12_07_0918,0.609572,1.140778,9.987641,0.114646,-0.166842,0.233819
2025_07_06_11_12_07_0940,0.853639,1.403989,9.618548,-0.003462,0.021704,0.252993
2025_07_06_11_12_07_0962,0.163908,1.246062,9.355338,0.043408,0.215443,-0.023968
2025_07_06_11_12_07_0987,0.120838,1.015753,8.876176,0.308518,0.098401,-0.188014
2025_07_06_11_12_08_0010,0.571286,1.959722,8.171490,0.330888,0.373098,-0.128361
2025_07_06_11_12_08_0037,1.639682,2.285744,8.349156,0.002929,0.561644,0.169905
2025_07_06_11_12_08_0063,0.571286,1.313061,8.904889,-0.473230,0.285749,0.053794
2025_07_06_11_12_08_0087,-0.525823,0.345165,10.064212,-0.622229,-0.604520,-0.207188
2025_07_06_11_12_08_0108,-0.473181,0.493520,10.720444,-0.535013,-0.910242,-0.117708
2025_07_06_11_12_08_0130,-0.343968,0.349950,10.615159,-0.405055,-0.776022,0.240210
2025_07_06_11_12_08_0153,0.480359,-0.157926,9.868001,-0.229291,-0.793066,0.626756
2025_07_06_11_12_08_0175,1.361516,-0.689731,9.110672,-0.123833,-0.907046,0.792933
2025_07_06_11_12_08_0196,1.898107,-0.622732,8.981460,-0.170704,-0.785609,0.713040
2025_07_06_11_12_08_0221,1.668396,-0.325424,8.535796,-0.421033,-0.383084,0.393470
2025_07_06_11_12_08_0241,1.150948,-0.287139,9.096315,-0.660578,-0.293605,0.393470
2025_07_06_11_12_08_0265,1.414158,0.033500,10.361520,-0.893864,-0.023036,0.602256
2025_07_06_11_12_08_0285,2.042274,-0.143569,11.578271,-0.988669,0.160184,0.731149
2025_07_06_11_12_08_0314,2.458625,-0.205783,11.664412,-0.839537,0.421033,0.438210
2025_07_06_11_12_08_0343,1.840679,-0.349352,11.285748,-0.192008,0.398663,-0.397731
2025_07_06_11_12_08_0366,1.323231,0.009571,10.974681,0.424629,0.382685,-0.738606
2025_07_06_11_12_08_0389,0.844068,0.479163,9.925428,0.963503,0.415707,-0.771628
2025_07_06_11_12_08_0421,-0.022732,0.719043,9.091530,1.227681,0.401859,-0.558582
2025_07_06_11_12_08_0442,-0.449252,1.044467,8.607581,1.030613,0.272966,-0.377492
2025_07_06_11_12_08_0464,-0.449252,1.399203,8.842676,0.533282,0.077096,-0.125165
2025_07_06_11_12_08_0487,0.173480,1.356132,9.403194,-0.041810,0.386946,0.139013
2025_07_06_11_12_08_0509,0.882353,0.747757,9.451052,-0.428490,0.556318,0.216775
2025_07_06_11_12_08_0534,0.777069,0.407378,9.762118,-0.539274,0.246335,0.082556
2025_07_06_11_12_08_0565,0.954736,0.757328,10.193424,-0.364576,-0.387345,-0.223166
2025_07_06_11_12_08_0586,1.308874,0.805185,10.246066,-0.179225,-0.375628,-0.306121
2025_07_06_11_12_08_0607,1.127020,0.613759,10.049855,-0.015180,-0.118907,-0.202927
2025_07_06_11_12_08_0632,0.480359,0.249452,10.083355,0.197734,0.113314,0.011185
2025_07_06_11_12_08_0655,0.681356,0.254237,9.618548,0.333018,-0.033688,0.097469
2025_07_06_11_12_08_0677,1.241875,0.426521,9.839287,0.346867,-0.149798,0.090012
2025_07_06_11_12_08_0698,1.232304,0.488734,9.839287,0.261648,-0.060319,0.023968
2025_07_06_11_12_08_0721,0.590429,0.373879,9.882358,0.164712,0.041944,-0.072968
2025_07_06_11_12_08_0743,0.297906,0.302094,9.796216,0.116776,-0.069906,-0.115578
2025_07_06_11_12_08_0768,0.604786,0.383450,10.021141,0.099732,-0.411713,-0.213579
2025_07_06_11_12_08_0802,0.710070,0.982254,10.016356,0.334084,-0.439409,-0.127295
2025_07_06_11_12_08_0833,0.815354,1.246062,9.038888,0.383084,-0.126363,0.019707
2025_07_06_11_12_08_0853,0.844068,1.179063,8.737391,0.224365,0.071770,0.101730
2025_07_06_11_12_08_0876,0.657428,1.025324,9.062816,0.013582,0.199598,0.150730
2025_07_06_11_12_08_0901,0.671785,1.140778,9.680762,-0.117442,0.058987,0.190144
2025_07_06_11_12_08_0931,0.959522,1.322633,10.078569,-0.149399,-0.001731,0.151796
2025_07_06_11_12_08_0953,0.988236,1.207777,9.920643,-0.101463,0.023835,0.080425
2025_07_06_11_12_08_0976,0.791426,0.886541,9.834501,-0.036484,0.088814,0.063381
2025_07_06_11_12_09_0001,0.800997,0.967897,9.853643,0.030625,0.077096,0.111317
2025_07_06_11_12_09_0022,0.858425,1.034896,9.656834,0.029560,0.036617,0.135817
2025_07_06_11_12_09_0044,1.007378,1.150349,9.666406,-0.019441,-0.008122,0.149665
2025_07_06_11_12_09_0066,1.103091,1.250848,9.594621,-0.026897,-0.057123,0.152861
2025_07_06_11_12_09_0089,0.997807,1.236491,9.805787,-0.022636,-0.060319,0.190144
2025_07_06_11_12_09_0109,0.911067,1.116252,10.159925,0.027430,-0.051797,0.277493
2025_07_06_11_12_09_0133,0.743570,1.399203,10.269995,0.194538,0.032356,0.355122
2025_07_06_11_12_09_0155,0.695713,1.231705,9.628120,0.271235,-0.028362,0.373231
2025_07_06_11_12_09_0179,0.901496,1.006182,8.938389,0.170038,-0.109320,0.430754
2025_07_06_11_12_09_0202,1.251446,0.872184,8.995817,-0.032223,-0.108254,0.444602
2025_07_06_11_12_09_0234,1.337588,0.498305,10.059426,-0.227161,-0.039014,0.366840
2025_07_06_11_12_09_0255,1.232304,0.373879,10.169497,-0.150464,-0.102928,0.307320
2025_07_06_11_12_09_0278,1.615754,0.531805,10.289138,0.011451,-0.114646,0.206123
2025_07_06_11_12_09_0299,1.668396,0.493520,9.671191,0.094406,0.057922,0.051664
2025_07_06_11_12_09_0322,1.361516,0.426521,9.427123,0.081623,0.175098,-0.048468
2025_07_06_11_12_09_0344,0.934995,0.498305,9.508479,0.033821,0.168706,-0.051664
2025_07_06_11_12_09_0365,0.969093,0.695115,9.791430,0.015712,0.107988,-0.009054
2025_07_06_11_12_09_0390,1.284946,0.886541,9.911072,0.041278,0.083488,0.012250
2025_07_06_11_12_09_0412,1.491327,1.135394,9.824930,0.066710,0.072835,-0.026098
2025_07_06_11_12_09_0435,1.390230,1.140778,9.747761,0.062449,0.071770,-0.064447
2025_07_06_11_12_09_0458,1.112663,1.164706,9.604192,0.048734,-0.010253,-0.026098
2025_07_06_11_12_09_0488,1.194018,1.130609,9.685548,0.018908,-0.080558,0.067642
2025_07_06_11_12_09_0511,1.505684,0.862613,9.652048,0.013582,-0.058188,0.092143
2025_07_06_11_12_09_0537,1.797608,0.876970,9.623335,0.002929,0.023835,0.004794
2025_07_06_11_12_09_0566,1.457229,0.867398,9.853643,0.014647,0.123966,-0.080425
2025_07_06_11_12_09_0589,1.021735,1.049253,9.906285,0.070971,0.110118,-0.074034
2025_07_06_11_12_09_0611,0.848854,1.116252,9.695119,0.103993,0.057922,-0.020772
2025_07_06_11_12_09_0634,1.021735,1.150349,9.484550,0.062449,-0.001731,-0.001598
2025_07_06_11_12_09_0656,1.136591,1.121037,9.513265,-0.019441,0.005726,-0.033555
2025_07_06_11_12_09_0678,0.925424,1.063610,9.766904,-0.047137,0.022769,-0.030359
2025_07_06_11_12_09_0699,0.566501,1.082752,10.112068,-0.000266,0.061118,0.025033
2025_07_06_11_12_09_0721,0.489930,1.250848,10.217353,0.112515,0.028096,0.115578
2025_07_06_11_12_09_0744,0.489930,1.432703,9.805787,0.180690,-0.080558,0.146470
2025_07_06_11_12_09_0769,0.600000,1.504487,9.250054,0.123168,-0.182821,0.167774
2025_07_06_11_12_09_0789,0.829711,1.313061,9.058030,-0.011984,-0.289344,0.174166
2025_07_06_11_12_09_0813,0.810569,0.987039,9.196814,-0.251661,-0.302127,0.201862
2025_07_06_11_12_09_0846,1.213161,0.661615,9.920643,-0.341141,-0.313844,0.257254
2025_07_06_11_12_09_0869,1.587040,0.455234,10.016356,-0.247400,-0.301061,0.231688
2025_07_06_11_12_09_0892,1.859821,0.397807,9.997213,-0.132355,-0.256322,0.121969
2025_07_06_11_12_09_0914,1.936392,0.479163,9.863214,-0.038615,-0.197734,-0.026098
2025_07_06_11_12_09_0936,1.778465,0.608973,9.704690,0.007190,-0.076297,-0.099599
