时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_06_11_12_16_0453,0.442074,2.160719,9.269197,0.098667,-0.007057,-0.214644
2025_07_06_11_12_16_0484,0.269193,2.136791,8.924032,-0.120638,-0.095472,-0.101730
2025_07_06_11_12_16_0509,0.504287,2.170290,9.115458,-0.180291,-0.023036,0.045272
2025_07_06_11_12_16_0538,0.724427,2.098505,9.820144,-0.262314,-0.040079,0.070838
2025_07_06_11_12_16_0562,0.815354,1.954936,10.323236,-0.163247,-0.053927,0.046338
2025_07_06_11_12_16_0582,0.887139,1.782653,10.102497,0.028495,-0.062449,0.012250
2025_07_06_11_12_16_0606,0.949951,1.854438,9.412766,0.077363,-0.002796,-0.037816
2025_07_06_11_12_16_0627,0.867996,1.811367,9.254840,0.017843,0.048335,-0.069773
2025_07_06_11_12_16_0649,0.609572,1.835295,9.436694,-0.054593,0.103727,-0.059120
2025_07_06_11_12_16_0674,0.590429,1.859223,9.742975,-0.042876,0.126097,-0.013315
2025_07_06_11_12_16_0695,0.509073,1.844866,9.747761,-0.024767,0.121836,-0.004794
2025_07_06_11_12_16_0717,0.533001,1.940579,9.939785,0.000799,0.085618,-0.003728
2025_07_06_11_12_16_0740,0.466002,1.959722,9.781859,0.057256,0.052596,-0.016511
2025_07_06_11_12_16_0762,0.523430,1.935794,9.561121,0.054061,0.022769,-0.017576
2025_07_06_11_12_16_0784,0.518644,1.983650,9.374481,0.000799,0.015313,-0.011185
2025_07_06_11_12_16_0807,0.461217,2.007578,9.489336,-0.045006,-0.021970,-0.000533
2025_07_06_11_12_16_0829,0.480359,1.978864,9.915857,-0.041810,0.003595,0.033555
2025_07_06_11_12_16_0852,0.676571,2.002793,9.801002,0.060452,0.014247,0.078295
2025_07_06_11_12_16_0875,0.552144,1.954936,9.441480,-0.015180,-0.148733,0.033555
2025_07_06_11_12_16_0905,0.901496,2.017149,9.484550,-0.041810,-0.211582,-0.020772
2025_07_06_11_12_16_0928,0.901496,1.916651,9.307482,-0.055658,-0.079493,-0.011185
2025_07_06_11_12_16_0951,0.848854,1.739582,9.422338,-0.103594,0.046204,0.000533
2025_07_06_11_12_16_0973,0.867996,1.662413,9.906285,-0.094007,0.090944,-0.012250
2025_07_06_11_12_16_0997,0.757927,1.619343,10.102497,-0.003462,0.084553,-0.063381
2025_07_06_11_12_17_0018,0.580858,1.648057,9.839287,0.055126,0.064313,-0.088947
2025_07_06_11_12_17_0040,0.485145,1.744368,9.498908,0.041278,0.055792,-0.092143
2025_07_06_11_12_17_0063,0.408574,1.811367,9.317053,-0.004527,0.097336,-0.077229
2025_07_06_11_12_17_0086,0.379262,1.974079,9.551550,-0.047137,0.148467,-0.045272
2025_07_06_11_12_17_0106,0.216550,1.969293,9.820144,-0.049267,0.160184,-0.001598
2025_07_06_11_12_17_0130,0.393619,2.117648,9.992428,0.016777,0.056857,0.038881
2025_07_06_11_12_17_0153,0.442074,2.112862,9.719048,0.056191,0.009987,0.018642
2025_07_06_11_12_17_0174,0.489930,2.141576,9.364909,0.040213,-0.010253,0.005859
2025_07_06_11_12_17_0199,0.528216,2.036292,9.225528,-0.047137,-0.018775,0.011185
2025_07_06_11_12_17_0228,0.604786,1.859223,9.690333,-0.112116,-0.034753,0.032490
2025_07_06_11_12_17_0251,0.623928,1.763510,9.987641,-0.094007,-0.103993,0.029294
2025_07_06_11_12_17_0274,0.686142,1.710868,10.025927,-0.032223,-0.191342,0.007989
2025_07_06_11_12_17_0296,0.748355,1.595415,9.680762,0.013582,-0.186016,-0.022903
2025_07_06_11_12_17_0321,0.786640,1.542772,9.254840,-0.027962,-0.123168,-0.044207
2025_07_06_11_12_17_0342,0.657428,1.451845,9.168100,-0.101463,-0.091211,-0.054860
2025_07_06_11_12_17_0364,0.628714,1.561915,9.618548,-0.158986,-0.084819,-0.054860
2025_07_06_11_12_17_0386,0.571286,1.672583,10.035499,-0.141942,-0.066710,-0.035685
2025_07_06_11_12_17_0408,0.657428,1.749153,10.116854,-0.062050,-0.072036,-0.010120
2025_07_06_11_12_17_0432,0.762712,1.830509,9.719048,0.011451,-0.103993,0.000533
2025_07_06_11_12_17_0458,0.863211,1.868794,9.407980,0.006125,-0.092276,-0.019707
2025_07_06_11_12_17_0487,0.733998,1.844866,9.407980,-0.058854,-0.010253,-0.043142
2025_07_06_11_12_17_0511,0.590429,1.787439,9.551550,-0.116377,-0.047536,-0.042077
2025_07_06_11_12_17_0543,0.590429,1.921437,9.944571,-0.099333,-0.049666,0.014381
2025_07_06_11_12_17_0564,0.710070,1.792224,10.025927,-0.087615,-0.084819,0.066577
2025_07_06_11_12_17_0585,0.791426,1.609771,9.723833,-0.038615,-0.158320,0.056990
2025_07_06_11_12_17_0610,0.863211,1.547558,9.369696,-0.017310,-0.148733,0.050599
2025_07_06_11_12_17_0641,0.915853,1.490130,9.321838,-0.096137,-0.081623,0.102795
2025_07_06_11_12_17_0666,1.069592,1.413560,9.834501,-0.125964,-0.039014,0.102795
2025_07_06_11_12_17_0686,1.083949,1.423131,9.944571,-0.096137,-0.044340,0.072968
2025_07_06_11_12_17_0710,1.007378,1.423131,9.848858,-0.041810,-0.076297,0.036751
2025_07_06_11_12_17_0733,0.959522,1.432703,9.805787,-0.008788,-0.053927,0.045272
2025_07_06_11_12_17_0766,1.127020,1.590629,9.556335,0.014647,-0.035818,0.079360
2025_07_06_11_12_17_0788,1.347159,1.652842,9.541979,-0.022636,-0.040079,0.053794
2025_07_06_11_12_17_0810,1.342373,1.677369,9.666406,-0.047137,-0.053927,0.012250
2025_07_06_11_12_17_0833,1.261018,1.557129,9.848858,-0.038615,-0.065645,-0.007989
2025_07_06_11_12_17_0868,1.213161,1.490130,9.666406,0.009321,-0.086950,-0.014381
2025_07_06_11_12_17_0896,1.380659,1.485345,9.589835,-0.020506,-0.092276,-0.027163
2025_07_06_11_12_17_0919,1.409373,1.427917,9.527621,-0.041810,-0.095472,-0.058055
2025_07_06_11_12_17_0942,1.299303,1.336990,9.608977,-0.065246,-0.098667,-0.097469
2025_07_06_11_12_17_0967,1.227518,1.332204,9.762118,-0.055658,-0.105059,-0.112382
2025_07_06_11_12_17_0997,1.237089,1.274776,9.805787,-0.024767,-0.096537,-0.079360
2025_07_06_11_12_18_0021,1.227518,1.341775,9.623335,-0.004527,-0.077363,-0.071903
2025_07_06_11_12_18_0044,1.299303,1.437488,9.527621,-0.013049,-0.031558,-0.083621
2025_07_06_11_12_18_0067,1.194018,1.423131,9.637691,-0.034354,-0.003861,-0.088947
2025_07_06_11_12_18_0097,1.083949,1.480559,9.848858,-0.005592,-0.010253,-0.078295
2025_07_06_11_12_18_0120,1.012164,1.542772,9.733404,0.041278,-0.015579,-0.053794
2025_07_06_11_12_18_0147,1.122234,1.533201,9.594621,0.021038,-0.023036,-0.030359
2025_07_06_11_12_18_0175,1.079163,1.504487,9.556335,-0.007723,-0.005992,-0.011185
2025_07_06_11_12_18_0200,1.160519,1.437488,9.594621,-0.015180,0.032356,-0.009054
2025_07_06_11_12_18_0221,1.141376,1.370489,9.742975,-0.018375,0.055792,-0.012250
2025_07_06_11_12_18_0243,1.055235,1.437488,9.815358,0.006125,0.069640,-0.007989
2025_07_06_11_12_18_0265,1.036092,1.418346,9.742975,0.022104,0.066444,-0.001598
2025_07_06_11_12_18_0289,1.002593,1.432703,9.589835,0.017843,0.053661,-0.007989
2025_07_06_11_12_18_0321,1.002593,1.461416,9.498908,-0.017310,0.061118,-0.003728
2025_07_06_11_12_18_0345,1.026521,1.456631,9.752547,-0.033289,0.086683,0.003728
2025_07_06_11_12_18_0366,0.945165,1.490130,9.863214,-0.000266,0.087749,0.022903
2025_07_06_11_12_18_0388,1.026521,1.504487,9.810573,0.037017,0.054726,0.047403
2025_07_06_11_12_18_0410,1.160519,1.490130,9.498908,0.025299,0.033422,0.063381
2025_07_06_11_12_18_0433,1.270589,1.389632,9.489336,-0.017310,0.040878,0.060186
2025_07_06_11_12_18_0454,1.342373,1.317847,9.575478,-0.035419,0.063248,0.044207
2025_07_06_11_12_18_0478,1.337588,1.236491,9.829716,-0.026897,0.084553,0.012250
2025_07_06_11_12_18_0501,1.213161,1.351347,9.834501,0.029560,0.098401,-0.001598
2025_07_06_11_12_18_0525,1.127020,1.418346,9.666406,0.051930,0.094140,-0.009054
2025_07_06_11_12_18_0553,1.064806,1.461416,9.575478,0.035952,0.105858,-0.006924
2025_07_06_11_12_18_0577,1.016950,1.475773,9.666406,0.009321,0.129293,-0.010120
2025_07_06_11_12_18_0601,0.815354,1.542772,9.776475,0.029560,0.096270,-0.017576
2025_07_06_11_12_18_0622,0.800997,1.628914,9.834501,0.041278,0.066444,0.000533
2025_07_06_11_12_18_0644,0.877568,1.614557,9.690333,0.061384,0.074966,0.014381
2025_07_06_11_12_18_0666,1.007378,1.638485,9.431909,0.037017,0.071770,-0.003728
2025_07_06_11_12_18_0691,0.863211,1.552344,9.513265,-0.021571,0.078161,-0.015446
2025_07_06_11_12_18_0722,0.781855,1.494916,9.834501,-0.015180,0.088814,-0.000533
2025_07_06_11_12_18_0745,0.805783,1.423131,9.786645,0.003995,0.066444,0.002663
2025_07_06_11_12_18_0767,0.940379,1.475773,9.709476,0.008256,0.033422,-0.020772
2025_07_06_11_12_18_0789,0.949951,1.466202,9.594621,0.003995,-0.005992,-0.055925
2025_07_06_11_12_18_0814,1.098306,1.595415,9.791430,0.013582,-0.067775,-0.092143
2025_07_06_11_12_18_0843,1.050449,1.537987,9.963714,0.086950,-0.064580,-0.146470
2025_07_06_11_12_18_0867,0.633500,1.614557,9.541979,0.119972,-0.011318,-0.140078
2025_07_06_11_12_18_0889,0.662214,1.686940,9.388838,0.060452,0.071770,-0.065512
