时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_02_15_47_54_0092,6.885945,-3.942774,-1.980061,1.152715,0.363244,-1.887859
2025_07_02_15_47_54_0127,6.401997,-4.268795,-1.161117,1.578809,-0.437544,-1.819684
2025_07_02_15_47_54_0155,4.241278,-4.407579,-1.443470,1.349783,-0.251262,-1.559901
2025_07_02_15_47_54_0177,3.881757,-3.923631,-1.482354,1.994116,-0.462045,-1.158441
2025_07_02_15_47_54_0201,5.477171,-4.934598,-3.565904,2.261490,-0.582416,-0.691869
2025_07_02_15_47_54_0233,7.901699,-5.212166,-3.183052,0.098401,0.075765,-0.331953
2025_07_02_15_47_54_0265,5.721239,-6.927820,-1.980061,0.170837,-0.084020,-0.585346
2025_07_02_15_47_54_0289,5.496314,-7.919046,-1.683351,0.039813,-0.508915,-0.159385
2025_07_02_15_47_54_0323,8.399405,-8.843872,1.512264,-0.631151,-0.019041,0.528622
2025_07_02_15_47_54_0353,9.540184,-10.980663,-0.634098,-1.205178,0.442072,0.975887
2025_07_02_15_47_54_0376,11.145169,-12.499507,0.074776,-1.669486,0.338744,1.577610
2025_07_02_15_47_54_0404,12.946367,-10.051051,0.832104,-1.075220,0.160983,1.860829
2025_07_02_15_47_54_0432,13.947763,-9.030513,-1.956133,-0.346733,-0.483349,1.956700
2025_07_02_15_47_54_0459,14.685350,-8.048857,-0.178863,-0.614107,-0.551524,2.065354
2025_07_02_15_47_54_0490,12.361920,-7.114460,-0.370289,-1.268027,0.412245,2.207030
2025_07_02_15_47_54_0522,9.951750,-5.959923,-0.998405,-1.485201,0.355788,2.669208
2025_07_02_15_47_54_0552,9.932607,-3.918845,0.108275,-1.081611,-0.122369,2.936581
2025_07_02_15_47_54_0577,10.210773,-2.998805,0.362513,-0.633281,-0.379090,2.883319
2025_07_02_15_47_54_0602,10.344770,-2.132005,-0.284148,-0.772693,-0.415175,2.843906
2025_07_02_15_47_54_0630,10.378270,-0.775873,0.266800,-0.999588,-0.327959,2.742709
2025_07_02_15_47_54_0655,10.507483,1.480559,-0.064008,-0.420234,-0.808246,2.550967
2025_07_02_15_47_54_0680,10.536197,3.291926,-0.859023,-0.135817,-0.972291,2.294379
2025_07_02_15_47_54_0710,11.034502,4.795815,-0.624527,0.115445,-1.372686,1.868286
2025_07_02_15_47_54_0735,11.226525,4.125226,-0.006580,0.301860,-1.278945,1.309171
2025_07_02_15_47_54_0758,12.884153,1.030110,-0.327219,0.619167,-1.285337,1.073888
2025_07_02_15_47_54_0787,15.504892,1.034896,-1.103689,1.285869,-1.378012,0.674426
2025_07_02_15_47_54_0808,16.208981,1.557129,-0.955334,0.682015,-0.984009,0.096137
2025_07_02_15_47_54_0831,17.636898,-1.226322,0.616152,-0.631151,0.044873,-0.412911
2025_07_02_15_47_54_0856,21.167507,-5.743971,1.339981,-0.758845,0.622096,-1.081744
2025_07_02_15_47_54_0888,20.611774,-7.353742,1.550549,0.087749,0.442072,-2.012491
2025_07_02_15_47_54_0910,17.924036,-8.001000,3.131607,-0.008122,1.010773,-2.549236
2025_07_02_15_47_54_0931,14.124832,-8.685946,1.214956,-0.025166,1.156710,-2.596106
2025_07_02_15_47_54_0958,14.690136,-8.168498,3.246462,0.431819,0.980946,-2.476800
2025_07_02_15_47_54_0991,11.796616,-6.410372,0.999602,0.533948,1.638062,-2.435256
2025_07_02_15_47_55_0021,10.277771,-6.022136,0.860818,-0.009188,2.298373,-2.199972
2025_07_02_15_47_55_0045,7.843673,-6.232705,0.630509,0.044074,2.578530,-2.130732
2025_07_02_15_47_55_0066,7.120442,-5.528617,-0.001795,0.582949,2.289851,-1.966686
2025_07_02_15_47_55_0087,8.231908,-4.316652,-2.454438,1.268826,1.543256,-2.328866
2025_07_02_15_47_55_0109,5.179863,-5.988637,-4.543372,2.185858,-0.086151,-3.209547
2025_07_02_15_47_55_0132,2.338984,-8.891729,-2.703890,2.678928,-1.249119,-3.204221
2025_07_02_15_47_55_0159,1.505684,-10.525429,-1.506282,2.546839,-1.102117,-2.547105
2025_07_02_15_47_55_0181,0.945165,-11.316257,-3.757928,1.968551,-0.723027,-1.886794
2025_07_02_15_47_55_0212,5.625526,-10.832308,-5.036891,1.258173,-1.040333,-1.113701
2025_07_02_15_47_55_0245,7.489535,-13.083954,-1.204188,-0.315842,-0.527024,-1.169093
2025_07_02_15_47_55_0269,3.900899,-16.389639,-0.882952,-0.527823,-0.435414,-0.657781
2025_07_02_15_47_55_0304,9.161520,-16.231712,1.176671,0.309317,-0.957378,1.396520
2025_07_02_15_47_55_0332,14.306686,-16.548162,0.688535,0.403058,-1.001053,2.023810
2025_07_02_15_47_55_0357,15.198013,-14.295918,1.708475,-0.035818,-0.625025,2.433924
2025_07_02_15_47_55_0392,12.064611,-9.778270,-0.174078,-0.355255,-0.157521,2.785318
2025_07_02_15_47_55_0420,9.655040,-6.525228,-0.940978,-0.758845,0.231156,3.066540
2025_07_02_15_47_55_0448,9.175877,-4.910670,-1.127618,-1.370156,0.656184,3.385976
2025_07_02_15_47_55_0481,7.728817,-3.794419,-0.998405,-2.205166,0.919163,3.458412
2025_07_02_15_47_55_0513,8.711071,-3.875774,0.386441,-1.471353,0.385614,3.876916
2025_07_02_15_47_55_0546,12.299706,-0.799801,-0.370289,-0.521432,-0.123434,3.274127
2025_07_02_15_47_55_0567,10.871790,0.172881,-0.772882,0.001465,-0.626091,2.643642
2025_07_02_15_47_55_0591,10.675578,0.464806,-0.327219,0.401992,-0.994661,2.330597
2025_07_02_15_47_55_0613,11.653047,0.752543,0.060419,0.596797,-0.893464,2.087723
2025_07_02_15_47_55_0636,12.788441,1.073181,-0.303290,0.400927,-0.449262,1.791722
2025_07_02_15_47_55_0656,13.310674,0.618545,-0.457029,-0.310515,0.245004,1.429543
2025_07_02_15_47_55_0677,13.664812,-0.081356,0.827318,-0.891999,0.785077,1.104780
2025_07_02_15_47_55_0701,15.217155,-1.451247,0.592224,-1.023023,1.102383,0.989735
2025_07_02_15_47_55_0724,17.804396,-1.264607,0.616152,-1.402113,0.945794,0.541405
2025_07_02_15_47_55_0746,16.549360,-0.704088,3.922435,-1.033676,0.378158,-0.523695
2025_07_02_15_47_55_0771,18.144773,-4.167699,4.770092,0.174032,-0.139412,-0.933677
2025_07_02_15_47_55_0801,23.668606,-7.660622,4.459025,0.769365,0.241808,-1.658967
2025_07_02_15_47_55_0825,20.818155,-7.344171,2.149353,0.803452,0.681749,-2.818740
2025_07_02_15_47_55_0847,16.702499,-9.437891,1.406980,0.502124,0.806381,-3.414072
2025_07_02_15_47_55_0881,12.778870,-9.998409,1.296910,0.378557,1.082144,-3.306483
2025_07_02_15_47_55_0902,11.293525,-8.953942,0.640080,0.471232,1.133275,-3.099828
2025_07_02_15_47_55_0924,10.129416,-7.574480,-0.696311,0.471232,1.087470,-2.931654
2025_07_02_15_47_55_0945,9.199805,-6.396015,-1.151546,0.445667,0.831814,-2.961481
2025_07_02_15_47_55_0968,7.441679,-5.499903,-0.662812,0.516904,0.478290,-3.043371
2025_07_02_15_47_55_0990,5.894120,-4.737789,0.209372,0.694798,0.259917,-2.999829
2025_07_02_15_47_56_0012,4.768297,-4.786243,0.410369,1.048456,0.082156,-2.921002
2025_07_02_15_47_56_0035,4.494917,-5.092525,0.031705,1.468024,-0.017976,-2.678129
2025_07_02_15_47_56_0059,5.615955,-5.111667,-2.023730,1.465894,-0.201196,-2.456561
2025_07_02_15_47_56_0091,5.381458,-6.831509,-1.515853,0.895062,-0.259784,-2.504496
2025_07_02_15_47_56_0112,4.504488,-7.660622,-0.796810,0.593601,-0.048868,-2.140319
2025_07_02_15_47_56_0133,4.945366,-8.666803,-1.098904,0.515839,0.065112,-1.670685
2025_07_02_15_47_56_0158,6.253044,-10.582856,-0.916451,0.217707,0.214112,-1.119027
2025_07_02_15_47_56_0183,7.034300,-12.662219,-1.381257,-0.252993,0.560313,-0.580153
2025_07_02_15_47_56_0213,6.784849,-14.185849,-1.712065,-0.806781,0.999055,0.185617
2025_07_02_15_47_56_0233,6.991230,-17.276180,-3.470191,-0.928217,0.999055,0.842732
2025_07_02_15_47_56_0258,10.067204,-19.221544,-4.045067,-0.969761,-0.180956,1.846049
2025_07_02_15_47_56_0280,11.537593,-17.242680,0.141775,-0.885608,-0.947791,2.306096
2025_07_02_15_47_56_0302,11.197812,-13.831113,1.080958,-0.292406,-1.049920,2.621272
2025_07_02_15_47_56_0324,12.361920,-11.100305,-0.567099,0.406253,-1.204379,2.935516
2025_07_02_15_47_56_0347,13.027723,-8.321639,-2.368296,0.719299,-1.610233,2.849232
2025_07_02_15_47_56_0369,12.318850,-5.806184,-1.779064,0.292273,-1.406773,2.625533
2025_07_02_15_47_56_0391,10.670793,-4.829314,-2.608177,-1.010240,-0.425827,2.448838
2025_07_02_15_47_56_0414,8.375478,-4.733003,-1.487139,-2.269079,0.195071,2.411554
2025_07_02_15_47_56_0433,6.507281,-3.693920,0.970888,-2.334059,0.265243,2.670273
2025_07_02_15_47_56_0457,7.230512,-2.457429,0.305085,-1.591724,0.330222,3.384911
2025_07_02_15_47_56_0480,10.292129,-0.929013,-2.215156,-1.699313,0.567769,3.764001
2025_07_02_15_47_56_0504,12.237494,-1.288535,0.180658,-1.382939,0.003329,3.555348
2025_07_02_15_47_56_0528,16.175482,-0.267996,0.832104,-0.094406,-0.960574,3.149495
2025_07_02_15_47_56_0560,13.046865,1.581058,0.046062,1.310370,-1.740058,1.934330
2025_07_02_15_47_56_0592,9.951750,3.454638,-0.303290,0.458450,-1.080812,1.650046
2025_07_02_15_47_56_0616,12.486347,3.023331,0.127418,-0.407452,-0.530220,1.584002
2025_07_02_15_47_56_0637,16.113268,1.710868,0.419940,-0.690804,-0.455653,0.875755
2025_07_02_15_47_56_0660,15.586248,-1.719841,1.593620,-0.945261,-0.416240,0.087615
2025_07_02_15_47_56_0695,19.078573,-5.993423,6.422934,0.171902,-0.969096,-0.252061
2025_07_02_15_47_56_0715,22.887947,-8.700303,6.959525,1.223021,-0.942465,-0.489608
2025_07_02_15_47_56_0737,23.673391,-8.192427,5.201398,1.438198,-0.052063,-1.356441
2025_07_02_15_47_56_0757,19.514666,-7.828119,2.542374,0.807713,0.973490,-2.302235
2025_07_02_15_47_56_0781,14.551353,-8.590233,0.597009,0.158054,1.500647,-2.868806
2025_07_02_15_47_56_0803,11.465808,-8.436495,1.013959,0.105858,1.456972,-2.825131
2025_07_02_15_47_56_0823,11.140384,-7.205387,1.478764,0.521165,1.222754,-2.609954
2025_07_02_15_47_56_0846,11.015359,-6.189634,0.903889,1.108109,1.035273,-2.821935
2025_07_02_15_47_56_0872,8.313264,-6.290133,-2.200799,1.280543,0.820096,-3.204221
2025_07_02_15_47_56_0893,6.646065,-5.796613,-2.679961,1.002651,0.602922,-3.168003
2025_07_02_15_47_56_0913,5.803193,-6.146563,-2.924029,0.556318,0.761642,-3.160546
2025_07_02_15_47_56_0938,3.450450,-6.443871,-4.984250,-0.062449,1.086405,-3.126459
2025_07_02_15_47_56_0961,2.109273,-6.199205,-4.701897,-0.293472,0.698793,-2.850697
2025_07_02_15_47_56_0981,2.937788,-5.897710,-3.106482,-0.544867,0.413310,-2.531127
2025_07_02_15_47_57_0003,3.047858,-8.493922,-0.634098,-0.983610,0.758446,-2.387454
2025_07_02_15_47_57_0024,1.261018,-10.147363,0.731606,-0.325429,0.813705,-2.290517
2025_07_02_15_47_57_0051,1.016950,-13.587045,-2.837888,1.734199,-0.268306,-1.499182
2025_07_02_15_47_57_0077,4.394419,-16.658234,-5.952147,1.827940,-1.262967,-0.559913
2025_07_02_15_47_57_0102,8.179266,-17.860626,-3.010171,0.830083,-1.528210,0.046071
2025_07_02_15_47_57_0125,9.851251,-18.492929,-0.581456,0.354057,-1.162835,0.775623
2025_07_02_15_47_57_0150,13.750954,-19.728823,-0.696311,-0.200796,-0.685744,1.805570
2025_07_02_15_47_57_0171,16.980068,-17.812771,-0.312862,-1.007045,-0.357785,2.335923
2025_07_02_15_47_57_0191,16.194624,-13.366905,-0.087936,-1.577876,0.089613,2.295444
2025_07_02_15_47_57_0217,12.663416,-10.133006,-2.133800,-1.869750,0.229025,2.293314
2025_07_02_15_47_57_0250,10.938788,-9.074182,-0.485743,-2.273340,0.135418,2.874798
2025_07_02_15_47_57_0272,11.312667,-6.798009,0.587438,-2.358559,0.270569,3.116472
2025_07_02_15_47_57_0303,11.964113,-4.848457,1.660619,-1.812228,0.074699,2.817275
2025_07_02_15_47_57_0326,9.827323,-3.990630,1.411765,-1.007045,-0.252327,2.503031
2025_07_02_15_47_57_0350,8.505288,-2.347359,1.200599,-0.062449,-0.704918,2.565880
2025_07_02_15_47_57_0373,8.801998,-0.210568,0.228515,0.602123,-0.915834,2.672403
2025_07_02_15_47_57_0408,9.592826,3.315854,-1.027119,0.711842,-0.852985,2.349771
2025_07_02_15_47_57_0438,7.920841,3.186043,-0.226720,0.440341,-0.760310,1.742721
2025_07_02_15_47_57_0459,7.867601,2.194218,0.741177,0.582949,-0.845529,1.638328
2025_07_02_15_47_57_0486,9.305089,2.462813,0.501296,0.942998,-0.818898,1.460434
2025_07_02_15_47_57_0515,12.836297,1.485345,-1.774278,0.854583,-0.926486,0.758579
2025_07_02_15_47_57_0538,14.187045,-0.823729,1.109671,1.202781,-1.684666,0.391207
2025_07_02_15_47_57_0561,15.725032,0.014357,2.437090,1.859897,-1.570819,0.353924
2025_07_02_15_47_57_0580,17.770895,0.652044,-0.701097,0.561644,-0.382286,-0.035818
