时间戳,加速度计X,加速度计Y,加速度计Z,陀螺仪X,陀螺仪Y,陀螺仪Z
2025_07_03_18_46_47_0443,-0.689133,4.043870,10.040284,0.070971,-0.153394,0.179225
2025_07_03_18_46_47_0474,-0.487538,5.447859,9.451052,0.398930,-0.298132,0.096137
2025_07_03_18_46_47_0497,-0.138186,6.434300,8.976674,0.561910,-0.546331,-0.089213
2025_07_03_18_46_47_0527,-0.229113,5.821139,7.659425,0.622629,-0.592136,-0.511978
2025_07_03_18_46_47_0550,-0.674776,4.762315,5.977271,0.695065,-0.620898,-0.538608
2025_07_03_18_46_47_0572,-1.091127,4.058227,3.289533,0.896260,-1.037271,-0.441672
2025_07_03_18_46_47_0597,0.092124,4.039084,0.731606,1.163634,-2.220478,-0.366041
2025_07_03_18_46_47_0637,1.740180,2.304886,0.036491,1.433005,-4.125781,-0.796262
2025_07_03_18_46_47_0660,1.855036,0.397807,0.573081,1.611964,-4.881963,-0.555652
2025_07_03_18_46_47_0687,3.047858,-1.662413,0.266800,1.860163,-5.249335,0.029028
2025_07_03_18_46_47_0718,5.760122,-3.238685,-2.358725,1.398917,-5.601927,0.622229
2025_07_03_18_46_47_0743,8.356335,-5.260022,-0.500100,0.570432,-5.519905,1.016365
2025_07_03_18_46_47_0772,9.458230,-8.364710,1.665405,0.605585,-4.900072,1.934330
2025_07_03_18_46_47_0796,11.398808,-9.476176,0.448654,0.647129,-4.344153,2.819406
2025_07_03_18_46_47_0820,14.210974,-10.142577,-0.164507,0.346733,-4.010736,3.547759
2025_07_03_18_46_47_0843,15.998412,-11.848062,0.534796,-0.001465,-3.526188,4.043092
2025_07_03_18_46_47_0871,17.699110,-14.478372,0.415155,-0.568035,-2.694374,5.081428
2025_07_03_18_46_47_0896,21.455244,-15.479768,0.616152,-1.013303,-2.194913,6.003654
2025_07_03_18_46_47_0918,23.649462,-15.532410,0.731606,-1.414763,-1.804105,6.367963
2025_07_03_18_46_47_0941,24.367908,-14.842081,0.985245,-1.735265,-1.561232,6.478747
2025_07_03_18_46_47_0964,24.708286,-13.591831,1.838286,-1.682136,-1.559102,6.375420
2025_07_03_18_46_47_0986,24.114269,-12.418151,2.101496,-1.326348,-1.527145,6.133612
2025_07_03_18_46_48_0009,23.079372,-10.913664,1.670190,-1.258173,-1.226882,5.899394
2025_07_03_18_46_48_0039,22.624138,-8.997013,1.819143,-1.675745,-0.674159,5.465844
2025_07_03_18_46_48_0064,22.317259,-7.339385,1.080958,-1.540460,-0.450460,4.626707
2025_07_03_18_46_48_0084,20.549561,-7.061818,0.841675,-1.525547,-0.544201,3.998352
2025_07_03_18_46_48_0106,18.259630,-7.722835,2.163710,-2.105966,-0.082023,3.625521
2025_07_03_18_46_48_0132,16.831713,-5.126024,2.685943,-2.416881,0.751921,3.529650
